1 6314715
2 6716243
4 7129536
6 7308663
8 7858295
10 8299009
12 9194291
14 9132766
16 9539298
18 10015664
20 9933265
22 10193914
24 11619459
26 11543547
28 13208924
30 13459030
32 12779360
