1 6158653
2 5999737
4 6022543
6 5969026
8 6243621
10 5987135
12 6131352
14 6293252
16 5972312
18 6196548
20 6156102
22 6206462
24 6021169
26 5967497
28 6169398
30 6027981
32 6066454
